Senats-id,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblPaedSchwerpunkte,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
391,Kita Haubachstraße des Pestalozzi-Fröbel-Hauses,Kita,"Pestalozzi-Fröbel-Haus
Stiftung des öffentlichen Rechts",(Sonstiger freier Träger),Haubachstr. 45 ,10585 Berlin (Charlottenburg-Wilmersdorf),haubach@pfh-berlin.de,www.pfh-berlin.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,60,0,18,42,10585,Berlin,Charlottenburg-Wilmersdorf,52.515012,13.2992855,"45, Haubachstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10585, Deutschland"
392,Kita der Ev. Kirchengem. Am Lietzensee,Kita,Ev. Kirchengemeinde Am Lietzensee,(Diakonisches Werk),Herbartstr. 5 ,14057 Berlin (Charlottenburg-Wilmersdorf),kita@lietzenseegemeinde.de,www.lietzenseegemeinde.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik, Religionspädagogik",,50,29,5,45,14057,Berlin,Charlottenburg-Wilmersdorf,52.5044625,13.2868691,"5, Herbartstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14057, Deutschland"
394,EKT - Eichhörnchen,Eltern-Initiativ-Kita,Eltern-Initiativ-KitaEichhörnchen e. V.,(EKT),Harbigstr. 14 ,14055 Berlin (Charlottenburg-Wilmersdorf),post.eichhoernchen@gmail.com,http://sites.google.com/site/eichhoernchenberlin,Mo 07:45-16:00,Di 07:45-16:00,Mi 07:45-16:00,Do 07:45-16:00,Fr 07:45-16:00,,,,,18,0,5,13,14055,Berlin,Charlottenburg-Wilmersdorf,52.50424,13.263343,"14/9, Harbigstraße, Westend, Charlottenburg-Wilmersdorf, Berlin, 14055, Deutschland"
395,Kita der Ev. Kirchengem. St. Nikolai,Kita,Ev. Kirchengemeinde St. Nikolai,(Diakonisches Werk),Behnitz 3 ,13597 Berlin (Spandau),kitabehnitz@nikolai-spandau.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,75,12,20,55,13597,Berlin,Spandau,52.5391133,13.2085466,"3, Behnitz, Spandau, Berlin, 13597, Deutschland"
396,Kita der Kath. Kirchengem. St. Marien,Kita,Kath. Kirchengemeinde St. Marien,(Deutscher Caritasverband),Hasenmark 2 ,13585 Berlin (Spandau),kita@maria-hilfederchristen.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,55,12,10,45,13585,Berlin,Spandau,52.5409551,13.1984917,"2, Hasenmark, Spandau, Berlin, 13585, Deutschland"
397,Schüler- und Kinderladen Spandau,Eltern-Initiativ-Kita,Elterninitiierte KitaSchüler- und Kinderladen Spandau e.V.,(EKT),Plantage 8 ,13597 Berlin (Spandau),patrizia-f@web.de,www.kinderladen-spandau.de,,,,,,,,,,26,0,0,26,13597,Berlin,Spandau,52.5321439,13.2025406,"8, Plantage, Spandau, Berlin, 13597, Deutschland"
400,Kita der Ev. Kirchengem. Vaterunser,Kita,Ev. Kirchengemeinde Vaterunser,(Diakonisches Werk),Spessartstr. 3 ,14197 Berlin (Charlottenburg-Wilmersdorf),kitavaterunser@t-online.de,,,,,,,,,,,70,0,20,50,14197,Berlin,Charlottenburg-Wilmersdorf,52.4766851,13.3188382,"3, Spessartstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland"
404,"Evangelische Kita"" Zur Heimat""",Kita,"Diakonisches Werk Steglitz 
und Teltow-Zehlendorf e. V.",(Diakonisches Werk),Leo-Baeck-Str. 6 ,14165 Berlin (Steglitz-Zehlendorf),ev.kita-zur-heimat@dwstz.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Situationsansatz,,,,70,12,0,70,14165,Berlin,Steglitz-Zehlendorf,52.422322,13.2600382,"Kita der Ev. Kirchengem. Zur Heimat, 6, Leo-Baeck-Straße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14165, Deutschland"
405,Kita Lindenhof,Kita,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Reglinstr. 29 ,12105 Berlin (Tempelhof-Schöneberg),kinderzentrum-lindenhof@nbhs.de,www.kinderzentrum-lindenhof.nbhs.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,Integration von Kindern mit Behinderung,,28,24,5,23,12105,Berlin,Tempelhof-Schöneberg,52.45823825,13.3634855618,"Lindenhof-Grundschule, 29, Reglinstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12105, Deutschland"
406,Kita Rheingaustraße des Pestalozzi-Fröbel-Hauses,Kita,"Pestalozzi-Fröbel-Haus
Stiftung des öffentlichen Rechts",(Sonstiger freier Träger),Rheingaustr. 28 ,12161 Berlin (Tempelhof-Schöneberg),rheingau@pfh-berlin.de,www.pfh-berlin.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,53,0,6,47,12161,Berlin,Tempelhof-Schöneberg,52.4681491,13.3211505763,"Kita des Pestalozzi-Fröbel-Hauses, 28, Rheingaustraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12161, Deutschland"
410,Kita der Ev. Kirchengem. Lukas,Kita,Ev. Kirchengemeinde Lukas,(Diakonisches Werk),Friedrichsruher Str. 1 -2,12169 Berlin (Steglitz-Zehlendorf),lukas-kita@freenet.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,45,24,0,45,12169,Berlin,Steglitz-Zehlendorf,52.4594868,13.3393763,"Friedrichsruher Straße, Steglitz, Steglitz-Zehlendorf, Berlin, 12169, Deutschland"
411,Kita der Ev. Kirchengem. Matthäus,Kita,Ev. Kirchengemeinde Matthäus,(Diakonisches Werk),Schützenstr. 32 ,12165 Berlin (Steglitz-Zehlendorf),ev.kitaoberlin@googlemail.com,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,80,12,0,80,12165,Berlin,Steglitz-Zehlendorf,52.4506243,13.3191502,"32, Schützenstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12165, Deutschland"
412,EKT - Fliegenpilz,Eltern-Initiativ-Kita,Fliegenpilz e.V.,(EKT),Markelstr. 24A ,12163 Berlin (Steglitz-Zehlendorf),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,Montessori-Pädagogik,,,2 Plätze,16,0,0,16,12163,Berlin,Steglitz-Zehlendorf,52.4659157,13.3198038,"24A, Markelstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12163, Deutschland"
413,Ev. Paulus-KG Tempelhof,Kita,Ev. Paulus-Kirchengemeinde Tempelhof,(Diakonisches Werk),Götzstr. 28 ,12099 Berlin (Tempelhof-Schöneberg),kita.goetzstr@rundkirche.de,,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,,,,,66,0,0,66,12099,Berlin,Tempelhof-Schöneberg,52.46353005,13.391750978,"28, Götzstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12099, Deutschland"
414,Kita der Kath. Kirchengem. Maria Frieden,Kita,Kath. Kirchengemeinde Maria Frieden,(Deutscher Caritasverband),Kaiserstr. 27 /29,12105 Berlin (Tempelhof-Schöneberg),kita.mariafrieden@gmx.de,,,,,,,Situationsansatz,,,,50,12,16,34,12105,Berlin,Tempelhof-Schöneberg,52.4450599,13.3838801641,"Maria-Frieden-Kirche, 27-29, Kaiserstraße, Mariendorf, Tempelhof-Schöneberg, Berlin, 12105, Deutschland"
415,EKT - Villa Wackelzahn,Eltern-Initiativ-Kita,VILLA WACKELZAHN e.V.,(EKT),Friedrich-Wilhelm-Str. 20 ,12103 Berlin (Tempelhof-Schöneberg),villawackelzahn1@aol.com,,Mo 07:30-16:00,Di 07:30-16:00,Mi 07:30-16:00,Do 07:30-16:00,Fr 07:30-16:00,Situationsansatz,,,,20,12,0,20,12103,Berlin,Tempelhof-Schöneberg,52.4585118,13.3823433,"20, Friedrich-Wilhelm-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland"
416,EKT - Kita-Verein Lichtenrade Ost - Groß-Ziethener-Str. 96,Eltern-Initiativ-Kita,Kindertagesstättenverein Lichtenrade-Ost e. V.,(EKT),Groß-Ziethener Str. 96 ,12309 Berlin (Tempelhof-Schöneberg),,,Mo 06:30-16:30,Di 06:30-16:30,Mi 06:30-16:30,Do 06:30-16:30,Fr 06:30-16:30,Situationsansatz,,,,24,0,9,15,12309,Berlin,Tempelhof-Schöneberg,52.39461,13.4222094,"96, Groß-Ziethener Straße, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12309, Deutschland"
417,Die Kindergärtnerei,Kita,Die Kindergärtnerei Kinderhaus Briesingstraße e. V.,(EKT),Briesingstr. 30 ,12307 Berlin (Tempelhof-Schöneberg),,,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,,, ,0, , ,12307,Berlin,Tempelhof-Schöneberg,52.3837472,13.3998094,"30, Briesingstraße, Lichtenrade, Tempelhof-Schöneberg, Berlin, 12307, Deutschland"
420,Ev. Kita Brüdergemeinde,Kita,Ev. Kirchenkreis Neukölln,(Diakonisches Werk),Donaustr. 66 ,12043 Berlin (Neukölln),ev-kita.bruedergemeine@kk-neukoelln.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,79,2,27,52,12043,Berlin,Neukölln,52.4767753,13.4446248,"66, Donaustraße, Donaukiez, Neukölln, Berlin, 12043, Deutschland"
421,Ev. Kita Dreieinigkeit,Kita,Ev. Kirchenkreis Neukölln,(Diakonisches Werk),Lipschitzallee 23 ,12351 Berlin (Neukölln),ev-kita.dreieinigkeit@kk-neukoelln.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,Situationsansatz,,,,120,12,32,88,12351,Berlin,Neukölln,52.4300589,13.4723343,"23, Lipschitzallee, Gropiusstadt, Neukölln, Berlin, 12351, Deutschland"
422,Ev. Kita Tabea,Kita,Ev. Kirchenkreis Neukölln,(Diakonisches Werk),Sonnenallee 311 ,12057 Berlin (Neukölln),ev-kita.tabea@kk-neukoelln.de,,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,Situationsansatz,,,,80,2,22,58,12057,Berlin,Neukölln,52.4660065,13.4718015,"311, Sonnenallee, High-Deck-Siedlung, Neukölln, Berlin, 12057, Deutschland"
423,Kita der Kath. Kirchengem. St. Clara,Kita,Kath. Kirchengemeinde St. Clara,(Deutscher Caritasverband),Kienitzer Str. 18 ,12053 Berlin (Neukölln),KitaSt.Clara@t-online.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,,,,,65,12,10,55,12053,Berlin,Neukölln,52.4773477,13.4359902,"18, Kienitzer Straße, Rollbergsiedlung, Neukölln, Berlin, 12053, Deutschland"
425,"EKT - ""Micky Maus"" Verein z.Errichtung u.Betreibung v.EKT¿s e.V.",Eltern-Initiativ-Kita,Verein zur Errichtung und Betreibung von EKT's e.V.,(EKT),Innstr. 44 ,12045 Berlin (Neukölln),mickymaus@ekts.de,,Mo 07:00-18:00,Di 07:00-18:00,Mi 07:00-18:00,Do 07:00-18:00,Fr 07:00-17:30,Situationsansatz,,,,30,24,3,27,12045,Berlin,Neukölln,52.4827556,13.4459875,"44, Innstraße, Donaukiez, Neukölln, Berlin, 12045, Deutschland"
430,Humanistische Kita Am Park,Kita,"Humanistischer Verband Deutschlands,
Landesverband Berlin-Brandenburg e. V.",(Sonstiger freier Träger),Engelhardstr. 10 ,12487 Berlin (Treptow-Köpenick),ampark@humanistischekitas.de,www.humanistischekitas.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Reggio-Pädagogik,,,,83,2,0,83,12487,Berlin,Treptow-Köpenick,52.448121,13.5103551371,"Humanistische Kita am Park, 10, Engelhardstraße, Johannisthal, Treptow-Köpenick, Berlin, 12487, Deutschland"
433,Humanistische Kita Adlershofer Marktspatzen,Kita,"Humanistischer Verband Deutschlands,
Landesverband Berlin-Brandenburg e. V.",(Sonstiger freier Träger),Helbigstr. 31 ,12489 Berlin (Treptow-Köpenick),adlershofermarktspatzen@humanistischekitas.de,www.humanistischekitas.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Situationsansatz,,,,50,12,0,50,12489,Berlin,Treptow-Köpenick,52.4382973,13.5474033,"31, Helbigstraße, Adlershof, Treptow-Köpenick, Berlin, 12489, Deutschland"
440,Kita Richterstr. 2a/Kitas SüdOst,Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Richterstr. 2A ,12524 Berlin (Treptow-Köpenick),kita-richterstrasse@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,105,8,38,67,12524,Berlin,Treptow-Köpenick,52.4118853,13.5710276,"2a, Richterstraße, Bohnsdorf, Treptow-Köpenick, Falkenberg, Berlin, 12524, Deutschland"
441,Kita Sterndamm 214/214A/Kitas SüdOst,Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Sterndamm 214 ,12487 Berlin (Treptow-Köpenick),kita-sterndamm@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,135,12,51,84,12487,Berlin,Treptow-Köpenick,52.43802115,13.4999817341,"Kita Johannisthaler Sternchen, 214, Sterndamm, Johannisthal, Treptow-Köpenick, Berlin, 12487, Deutschland"
442,Kita Zur Teutonenburg,Kita,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,(Sonstiger freier Träger),Teutonenstr. 54 ,12524 Berlin (Treptow-Köpenick),kita-zurteutonenburg@fippev.de,www.fippev.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,47,2,20,27,12524,Berlin,Treptow-Köpenick,52.4172301,13.549443,"54, Teutonenstraße, Altglienicke, Treptow-Köpenick, Falkenberg, Berlin, 12524, Deutschland"
445,Humanistische Kita Dreikäsehoch,Kita,"Humanistischer Verband Deutschlands,
Landesverband Berlin-Brandenburg e. V.",(Sonstiger freier Träger),Johanna-Tesch-Str. 20 ,12439 Berlin (Treptow-Köpenick),dreikaesehoch@humanistischekitas.de,www.humanistischekitas.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,79,2,0,79,12439,Berlin,Treptow-Köpenick,52.4516085,13.541139,"20, Johanna-Tesch-Straße, Niederschöneweide, Treptow-Köpenick, Berlin, 12439, Deutschland"
449,Kita Mahlower Str. 5-7/Kitas SüdOst,Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Mahlower Str. 5  / 007,12557 Berlin (Treptow-Köpenick),kita-mahlowerstrasse@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,127,2,47,80,12557,Berlin,Treptow-Köpenick,52.4381395,13.5654741,"Mahlower Straße, Köllnische Vorstadt, Köpenick, Treptow-Köpenick, Berlin, 12557, Deutschland"
450,Kita Offensiv' 91/Pablo-Neruda-Str. 12 -13,Kita,offensiv 91 e.V.,(Sonstiger freier Träger),Pablo-Neruda-Str. 12 ,12559 Berlin (Treptow-Köpenick),amtsfelder-knirpse@t-online.de,www.offensiv91.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,152,0,0,152,12559,Berlin,Treptow-Köpenick,52.4421849,13.5902939,"12, Pablo-Neruda-Straße, Salvador-Allende-Viertel I, Köpenick, Treptow-Köpenick, Berlin, 12559, Deutschland"
452,Kita Bernkasteler Str. 9/10/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Bernkasteler Str. 9 ,13088 Berlin (Pankow),kindergarten.bernkasteler-strasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,140,0,52,88,13088,Berlin,Pankow,52.5566518,13.471478,"9, Bernkasteler Straße, Weißensee, Pankow, Berlin, 13088, Deutschland"
456,Kita Roelckespatzen,Kita,Bürgerhaus e.V.,(Sonstiger freier Träger),Roelckestr. 117 ,13086 Berlin (Pankow),roelckespatzen@buergerhaus-ev.de,www.buergerhaus-ev.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,"Ansatz von Emmi Pikler, Situationsansatz",,"Integration von Kindern mit Behinderung, Körper und Bewegung",,75,2,35,40,13086,Berlin,Pankow,52.5597318,13.4547747923,"117, Roelckestraße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
457,Kita der Kath. Kirchengem. St. Josef,Kita,Kath. Kirchengemeinde St. Josef,(Deutscher Caritasverband),Behaimstr. 39 ,13086 Berlin (Pankow),kitaleitung@kita-stjosef.de,www.kita-stjosef.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Situationsansatz,,,,85,12,30,55,13086,Berlin,Pankow,52.5508657,13.4464614,"St. Josef, 33-39, Behaimstraße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
462,Kita Wichtelhaus/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Thulestr. 48 ,13189 Berlin (Pankow),kindergarten.thulestrasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,50,12,18,32,13189,Berlin,Pankow,52.5549869,13.4239669,"48, Thulestraße, Pankow, Berlin, 13189, Deutschland"
463,BOOT-Kita Uhlandzwerge,Kita,Gemeinnützige BOOT GmbH,(Sonstiger freier Träger),Uhlandstr. 33 ,13158 Berlin (Pankow),uhlandzwerge@bootkitas.de,www.bootkitas.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,197,2,63,134,13158,Berlin,Pankow,52.5001751,13.3247372,"Kassandra, 33, Uhlandstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10719, Deutschland"
465,Kita Eichborndamm,Kita,Jugend- und Sozialwerk gGmbH,(Sonstiger freier Träger),Eichborndamm 272 ,13437 Berlin (Reinickendorf),eichborndamm-bln@jus-or.de,,Mo 06:00-18:00,06:00-18:00,06:00-18:00,06:00-18:00,06:00-18:00,Situationsansatz,,Integration von Kindern mit Behinderung,,95,0,45,50,13437,Berlin,Reinickendorf,52.5935874,13.3288912,"272, Eichborndamm, Wittenau, Reinickendorf, Berlin, 13437, Deutschland"
466,Kita Ernststr. 78-82/Kitas Nordwest,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Ernststr. 78 -84,13509 Berlin (Reinickendorf),ernststr@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-16:30,Situationsansatz,,Körper und Bewegung,,105,2,40,65,13509,Berlin,Reinickendorf,52.5849208,13.3046899297,"Städtische Kita Ernststraße 78, 78-84, Ernststraße, Borsigwalde, Reinickendorf, Berlin, 13509, Deutschland"
467,KitaHumboldtstraße,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Humboldtstr. 1 -7,13407 Berlin (Reinickendorf),humboldstr@kita-nordwest.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,"Ansatz von Emmi Pikler, Situationsansatz",,"Integration von Kindern mit Behinderung, Interkulturelle Pädagogik",,103,12,25,78,13407,Berlin,Reinickendorf,52.5743134,13.3453653,"Städt. Kita Humboldtstraße 1, 1-7, Humboldtstraße, Reinickendorf, Berlin, 13407, Deutschland"
468,KitaMarkgrafenstraße,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Markgrafenstr. 14 ,13465 Berlin (Reinickendorf),markgrafenstr@kita-nordwest.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,Situationsansatz,,,,58,24,10,48,13465,Berlin,Reinickendorf,52.5055222,13.3948134,"12-14, Markgrafenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland"
469,Kita Ollenhauer Str.,Kita,Jugend- und Sozialwerk gGmbH,(Sonstiger freier Träger),Ollenhauerstr. 48 ,13403 Berlin (Reinickendorf),0llenhauerstrasse-bln@jus-or.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,Integration von Kindern mit Behinderung,,40,12,10,30,13403,Berlin,Reinickendorf,52.5728741,13.3318777,"48, Ollenhauerstraße, Reinickendorf, Berlin, 13403, Deutschland"
471,Kita Krümelkiste,Kita,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,(Sonstiger freier Träger),Senftenberger Ring 46A ,13435 Berlin (Reinickendorf),kita-kruemelkiste@fippev.de,www.fippev.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-16:00,,,Integration von Kindern mit Behinderung,,130,2,52,78,13435,Berlin,Reinickendorf,52.6055221,13.3567602,"46A, Senftenberger Ring, Märkisches Viertel, Reinickendorf, Berlin, 13435, Deutschland"
472,KitaTreuenbrietzener Straße,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Treuenbrietzener Str. 26 ,13439 Berlin (Reinickendorf),treuenbrietzenerstr@kita-nordwest.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-16:00,Situationsansatz,,Integration von Kindern mit Behinderung,,242,2,65,177,13439,Berlin,Reinickendorf,52.6003207,13.363369,"26, Treuenbrietzener Straße, Märkisches Viertel, Reinickendorf, Berlin, 13439, Deutschland"
474,Kita der Ev. Kirchengem. Frohnau,Kita,Ev. Kirchengemeinde Frohnau,(Diakonisches Werk),Markgrafenstr. 49 ,13465 Berlin (Reinickendorf),,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,59,0,0,59,13465,Berlin,Reinickendorf,52.6359754,13.2964983,"49, Markgrafenstraße, Frohnau, Reinickendorf, Berlin, 13465, Deutschland"
475,Kita der Ev. Kirchengem. Alt-Wittenau,Kita,Ev. Kirchengemeinde Wittenau,(Diakonisches Werk),Spießweg 7 ,13437 Berlin (Reinickendorf),,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,46,0,0,46,13437,Berlin,Reinickendorf,52.5920343,13.3301447,"7, Spießweg, Wittenau, Reinickendorf, Berlin, 13437, Deutschland"
476,Kita Kinderhaus Katz und Maus/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Basdorfer Str. 2 -4,12679 Berlin (Marzahn-Hellersdorf),kindergarten.basdorfer-strasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,190,0,57,133,12679,Berlin,Marzahn-Hellersdorf,52.5461943,13.5456041,"Basdorfer Straße, Marzahn, Marzahn-Hellersdorf, Berlin, 12679, Deutschland"
480,Kita Knirpsenhaus,Kita,"urban-consult gemeinnützige Gesellschaft 
für kommunale Beratung mbH",(Sonstiger freier Träger),Raoul-Wallenberg-Str. 58 - 60,12679 Berlin (Marzahn-Hellersdorf),kita-knirpsenhaus@urban-consult.de,www.kita-knirpsenhaus.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,"Gesundheit, Körper und Bewegung","Spät- und Übernachtbetreuung möglich, Zertifizierung als bewegungsfreundliche Kita",178,8,27,151,12679,Berlin,Marzahn-Hellersdorf,52.5506794,13.5483679,"Raoul-Wallenberg-Straße, Marzahn, Marzahn-Hellersdorf, Berlin, 12679, Deutschland"
484,Kita Dorfstr. 37 (Malchow)/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Dorfstr. 37 ,13051 Berlin (Lichtenberg),kindergarten.dorfstrasse37@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,50,8,16,34,13051,Berlin,Lichtenberg,52.51813,13.2083947,"37, Dorfstraße, Tiefwerder, Spandau, Berlin, 13597, Deutschland"
486,Kita Neustrelitzer Str. 32-34/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Neustrelitzer Str. 32 /34,13055 Berlin (Lichtenberg),kindergarten.neustrelitzer-strasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Montessori-Pädagogik,,,,195,0,36,159,13055,Berlin,Lichtenberg,52.5386383,13.4918733,"Neustrelitzer Straße, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13055, Deutschland"
