,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblOeffnungSonnabend,lblOeffnungSonntag,lblPaedSchwerpunkte,lblPaedAnsaetze,lblMehrsprachigkeitText,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewFreiPlaetze,GridViewPlatzstrukturen_Altersmischung,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
598329,Platanus Kindergarten,Kindertagesstätte,PLATANUS BILDUNGS gGmbH,(Sonstiger freier Träger),Benjamin-Vogelsdorff-Str. 1 ,13187 Berlin (Pankow),Kindergarten@platanus-schule.de,,,,,,,,,Situationsansatz,Situationsansatz,Mehrsprachigkeit,deutsch - englisch,Körper und Bewegung,,Nein, ,67,30,8,59,13187,Berlin,Pankow,52.5675498,13.4054440621,"1, Benjamin-Vogelsdorff-Straße, Pankow, Berlin, 13187, Deutschland"
468179,Platanus Kita,Kindertagesstätte,PLATANUS BILDUNGS gGmbH,(Sonstiger freier Träger),Kissingenstr. 48A ,13189 Berlin (Pankow),kindergarten@platanus-schule.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,Situationsansatz,Situationsansatz,Mehrsprachigkeit,deutsch - englisch,Interkulturelle Pädagogik,,Nein, ,36,9,36,0,13189,Berlin,Pankow,52.5665343,13.4140855,"48a, Kissingenstraße, Pankow, Berlin, 13189, Deutschland"
276179,Platanus Schulhort und Kindergarten,Kindertagesstätte,PLATANUS BILDUNGS gGmbH,(Sonstiger freier Träger),Berliner Str. 12 ,13187 Berlin (Pankow),kindergarten@platanus-schule.de,,,,,,,,,Situationsansatz,Situationsansatz,Mehrsprachigkeit,deutsch - englisch,Körper und Bewegung,,Nein, ,20,60,0,20,13187,Berlin,Pankow,52.6121829,13.3164712,"Berliner Straße, Waidmannslust, Reinickendorf, Berlin, 13467, Deutschland"
381129,R.E.H - K.I.D.S,Kindertagesstätte,"K.I.D.S. - Verein zur sozialpädagogischen und 
psychologischen Unterstützung von seelisch 
behinderten und von seelischer Behinderung
bedrohten Kindern e.V.",(Sonstiger freier Träger),Kaiserin-Augusta-Str. 60 ,12103 Berlin (Tempelhof-Schöneberg),kita@kids-berlin.com,www.kids-berlin.com,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,Situationsansatz,Situationsansatz,,,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,Ja, ,40,12,20,20,12103,Berlin,Tempelhof-Schöneberg,52.4598501,13.3769063,"60, Kaiserin-Augusta-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland"
252179,Villa Klecks,Kindertagesstätte,GEFA gemeinnützige Gesellschaft für Familienaktivierung mbH,(Sonstiger freier Träger),Kiefholzstr. 269 ,12437 Berlin (Treptow-Köpenick),villa.klecks@gefa-berlin.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,"Situationsansatz, Sonstiges",Situationsansatz,Mehrsprachigkeit,"deutsch - englisch, deutsch - russisch",Interkulturelle Pädagogik,,Ja, ,40,12,16,24,12437,Berlin,Treptow-Köpenick,52.4672163,13.4851434,"269, Kiefholzstraße, Baumschulenweg, Treptow-Köpenick, Berlin, 12437, Deutschland"
360129,Villa Moosmutzel,Kindertagesstätte,GEFA gemeinnützige Gesellschaft für Familienaktivierung mbH,(Sonstiger freier Träger),Grünauer Str. 60 ,12524 Berlin (Treptow-Köpenick),villa.moosmutzel@gefa-berlin.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,"Situationsansatz, Sonstiges",Situationsansatz,Mehrsprachigkeit,deutsch - englisch,"Integration von Kindern mit Behinderung, Natur- und Umweltpädagogik",,Ja, ,33,12,12,21,12524,Berlin,Treptow-Köpenick,52.4402421,13.5704665,"60, Grünauer Straße, Köllnische Vorstadt, Köpenick, Treptow-Köpenick, Berlin, 12557, Deutschland"
244,Wald- u.Naturkiga Treptower Park/Plänterwald,Waldkindergarten,WeG gGmbH,(Sonstiger freier Träger),Am Treptower Park 70 ,12435 Berlin (Treptow-Köpenick),info@wegggmbh.de,,Mo 08:00-13:00,Di 08:00-13:00,Mi 08:00-13:00,Do 08:00-13:00,Fr 08:00-13:00,,,"Situationsansatz, Sonstiges",Situationsansatz,,,"Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik",,Nein, ,18,24,4,14,12435,Berlin,Treptow-Köpenick,52.4859306,13.4688748,"70, Am Treptower Park, Plänterwald, Treptow-Köpenick, Berlin, 12435, Deutschland"
100033,Wallaby Kinderbetreuung,Kindertagesstätte,kids in berlin kib gUG (haftungsbeschränkt),(Sonstiger freier Träger),Johann-Georg-Str. 10 ,10709 Berlin (Charlottenburg-Wilmersdorf),wallabyinfo@aol.com,www.wallaby-kids.de,Mo 07:30-17:30,Di 07:30-17:30,Mi 07:30-17:30,Do 07:30-17:30,Fr 07:30-17:30,,,Situationsansatz,Situationsansatz,,,Gesundheit,,Nein, ,10,2,10,0,10709,Berlin,Charlottenburg-Wilmersdorf,52.49716985,13.2976710298,"10, Johann-Georg-Straße, Halensee, Charlottenburg-Wilmersdorf, Berlin, 10709, Deutschland"
335,Wolke 7 gGmbH,Eltern-Initiativ-Kindertagesstätte,Wolke 7 gemeinnützige Gesellschaft mbH,(EKT),Sparrstr. 22 ,13353 Berlin (Mitte),jellyfish69@gmx.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Situationsansatz,Situationsansatz,,,"Gesundheit, Körper und Bewegung",,Ja, ,22,24,3,19,13353,Berlin,Mitte,52.5420224,13.3597173,"22, Sparrstraße, Sprengelkiez, Wedding, Mitte, Berlin, 13353, Deutschland"
1509,Wurzelkinder,Eltern-Initiativ-Kindertagesstätte,Wurzelkinder e.V.,(EKT),Staehleweg 1 ,13465 Berlin (Reinickendorf),leitung@wurzelkinder.eu,,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,,,Situationsansatz,Situationsansatz,,,"Integration von Kindern mit Behinderung, Natur- und Umweltpädagogik",,Nein, ,34,30,0,34,13465,Berlin,Reinickendorf,52.6548041,13.2852835,"1, Staehleweg, Frohnau, Reinickendorf, Berlin, 13465, Deutschland"
1116,"Kita el caracol
bilingualer Kindergarten spanisch/deutsch",Kindertagesstätte,"el caracol bilingualer Kindergarten 
Spanisch / Deutsch gGmbH",(Sonstiger freier Träger),Straße am Schoelerpark 32 ,10715 Berlin (Charlottenburg-Wilmersdorf),kontakt@el-caracol.de,www.el-caracol.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,Mehrsprachigkeit,deutsch - spanisch,Theaterpädagogik,"spanisch, Theater",Nein, ,82,12,28,54,10715,Berlin,Charlottenburg-Wilmersdorf,52.4844898,13.3255955,"32, Straße am Schoelerpark, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland"
2566,Kita Komsu,Kindertagesstätte,Komsu e.V. Interkulturelle Kindertagesstätte,(Sonstiger freier Träger),Paul-Lincke-Ufer 13 ,10999 Berlin (Friedrichshain-Kreuzberg),komsu@web.de,www.komsu-kinder.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,bilingual (deutsch-türkisch),,,,Interkulturelle Pädagogik,deutsch-türkisch,Nein, ,24,36,0,24,10999,Berlin,Friedrichshain-Kreuzberg,52.492716,13.4329339,"13, Paul-Lincke-Ufer, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland"
1799,"Kita el caracol
bilingualer Kindergarten spanisch/deutsch",Kindertagesstätte,"el caracol bilingualer Kindergarten 
Spanisch / Deutsch gGmbH",(Sonstiger freier Träger),Zähringerstr. 14 ,10707 Berlin (Charlottenburg-Wilmersdorf),kontakt@el-caracol.de,www.el-caracol.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,Mehrsprachigkeit,deutsch - spanisch,Theaterpädagogik,"spanisch, Theater",Nein, ,46,12,13,33,10707,Berlin,Charlottenburg-Wilmersdorf,52.4961205,13.3120246,"14, Zähringerstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland"
2678,"Kita el caracol
bilingualer Kindergarten spanisch/deutsch",Kindertagesstätte,"el caracol bilingualer Kindergarten 
Spanisch / Deutsch gGmbH",(Sonstiger freier Träger),Pfalzburger Str. 14 ,10719 Berlin (Charlottenburg-Wilmersdorf),kontakt@el-caracol.de,www.el-caracol.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,Mehrsprachigkeit,deutsch - spanisch,Theaterpädagogik,"spanisch, Theater",Nein, ,45,12,14,31,10719,Berlin,Charlottenburg-Wilmersdorf,52.4963157,13.3222056,"14, Pfalzburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10719, Deutschland"
1228,Internationaler Kindergarten,Kindertagesstätte,"Internationaler Kindergarten
Berlin 1984 gemeinnützige GmbH",(Sonstiger freier Träger),Ravensberger Str. 5B ,10709 Berlin (Charlottenburg-Wilmersdorf),internkita@gmail.com,w.o.,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-16:00,,,Sonstiges,,Mehrsprachigkeit,deutsch - englisch,Interkulturelle Pädagogik,Internationaler Kindergarten - englische Gruppe,Nein, ,60,18,13,47,10709,Berlin,Charlottenburg-Wilmersdorf,52.4963217,13.3064365,"5B, Ravensberger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10709, Deutschland"
1691,EKT - Yoyo,Eltern-Initiativ-Kindertagesstätte,Yoyo e.V.,(EKT),Kaiser-Friedrich-Str. 60 ,10627 Berlin (Charlottenburg-Wilmersdorf),kinderladen.yoyo.anmeldung@googlemail.com,www.yoyo-berlin.de,Mo 08:00-17:15,Di 08:00-17:15,Mi 08:00-17:15,Do 08:00-17:15,Fr 08:00-17:15,,,,,,,Interkulturelle Pädagogik,deutsch - französisch,Ja, ,27,24,7,20,10627,Berlin,Charlottenburg-Wilmersdorf,52.5073823,13.3024973,"EKT - Yoyo e.V., 60, Kaiser-Friedrich-Straße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10627, Deutschland"
1039,Ev. Kita Grünes Dreieck/Ev. Friedensgem. Charlottenburg,Kindertagesstätte,Ev. Friedensgemeinde Charlottenburg,(Diakonisches Werk),Angerburger Allee 56 ,14055 Berlin (Charlottenburg-Wilmersdorf),ev_Kita_gruenes_dreieck@hotmail.de,www.ev_friedensgemeinde_charlottenburg.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,bilingual (englisch),,,,Natur- und Umweltpädagogik,"englisch, musische Orientierung, sportorientiert",Nein, ,35,12,10,25,14055,Berlin,Charlottenburg-Wilmersdorf,52.5110209,13.2223459917,"Hermann-Stöhr-Haus, 56, Angerburger Allee, Westend, Charlottenburg-Wilmersdorf, Berlin, 14055, Deutschland"
1520,AWO-Kita Wundertüte,Kindertagesstätte,Arbeiterwohlfahrt Kreisverband Spandau e.V.,(Arbeiterwohlfahrt),Neuendorfer Str. 56 ,13585 Berlin (Spandau),kita-wundertuete@awo-spandau.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,Integration von Kindern mit Behinderung,,,,"Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung",multikulturell,Nein, ,140,2,50,90,13585,Berlin,Spandau,52.55304885,13.2097203964,"AWO, Wundertüte, 56, Neuendorfer Straße, Hakenfelde, Spandau, Berlin, 13585, Deutschland"
900,Kita Ritterfelddamm 27/Kitas Nordwest,Kindertagesstätte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Ritterfelddamm 27 ,14089 Berlin (Spandau),ritterfelddamm@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,Sonstiges,,,,Integration von Kindern mit Behinderung,"7 Std,  9 Sts und über 9 Std",Ja, ,102,2,38,64,14089,Berlin,Spandau,52.4565795,13.1395835,"27, Ritterfelddamm, Kladow, Spandau, Berlin, 14089, Deutschland"
2519,Kita Umka,Kindertagesstätte,MITRA bilinguale Kindergärten gemeinnützige GmbH,(Sonstiger freier Träger),Leipziger Str. 47 ,10117 Berlin (Mitte),umka@mitra-ev.de,www.mitra-kindergarten.de,Mo 07:30-18:00,Di 07:30-18:00,Mi 07:30-18:00,Do 07:30-18:00,Fr 07:30-18:00,,,bilingual (deutsch-russisch),,Mehrsprachigkeit,deutsch - russisch,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik, Theaterpädagogik",deutsch-russisch,Nein, ,64,18,20,44,10117,Berlin,Mitte,52.5102054,13.3976366,"47, Leipziger Straße, Scheunenviertel, Mitte, Berlin, 10117, Deutschland"
2585,Kita Kleiner Fratz,Kindertagesstätte,Kleiner Fratz GmbH,(Sonstiger freier Träger),Dahmestr. 4 ,12526 Berlin (Treptow-Köpenick),kita.dahme@kleiner-fratz-berlin.de,www.kleiner-fratz-berlin.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,Körper und Bewegung,,,,Natur- und Umweltpädagogik,,Nein, ,31,2,12,19,12526,Berlin,Treptow-Köpenick,52.4037288,13.5811587,"4, Dahmestraße, Bohnsdorf, Treptow-Köpenick, Falkenhorst, Berlin, 12526, Deutschland"
493229,Kita Clarino,Kindertagesstätte,von Laer Stiftung,(Sonstiger freier Träger),Teltower Damm 192 ,14167 Berlin (Steglitz-Zehlendorf),info@clarino-berlin.de,www. clarino-berlin.de,,,,,,,,,,Mehrsprachigkeit,deutsch - englisch,Ästhetische Bildung (Musik und Kunst),,Nein, ,30,12,10,20,14167,Berlin,Steglitz-Zehlendorf,52.41649955,13.2652846394,"192, Teltower Damm, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14167, Deutschland"
429179,Kita am Jägerhof,Kindertagesstätte,NaturKulturGut Jägerhof gemeinnützige GmbH,(Sonstiger freier Träger),Königstr. 35 c,14109 Berlin (Steglitz-Zehlendorf),info@jaegerhof-berlin.de,,Mo 08:30-17:00,Di 08:30-17:00,Mi 08:30-17:00,Do 08:30-17:00,Fr 08:30-17:00,,,Sonstiges,,,,Natur- und Umweltpädagogik,,Nein, ,38,12,9,29,14109,Berlin,Steglitz-Zehlendorf,52.4207484,13.1700028,"Königstraße, Wannsee, Steglitz-Zehlendorf, Berlin, 14109, Deutschland"
509,EKT Lankwitz,Eltern-Initiativ-Kindertagesstätte,Elterninitiative Lankwitz e.V.,(EKT),Ingridpfad 14 ,12249 Berlin (Steglitz-Zehlendorf),vorstand@kinderladen-lankwitz.de,www.kinderladen-lankwitz.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,Integration von Kindern mit Behinderung,,Nein, ,24,20,6,18,12249,Berlin,Steglitz-Zehlendorf,52.4315294,13.340642262,"14, Ingridpfad, Lankwitz, Steglitz-Zehlendorf, Berlin, 12249, Deutschland"
160129,Kita Milchbartpiraten,Kindertagesstätte,J. KERSTEN Betriebs-gGmbH,(Sonstiger freier Träger),Ursulastr. 12 ,12249 Berlin (Steglitz-Zehlendorf),milchbartpiraten@email.de,www.milchbartpiraten.de,Mo 06:00-20:00,Di 06:00-20:00,Mi 06:00-20:00,Do 06:00-20:00,Fr 06:00-20:00,,,Sonstiges,,,,Körper und Bewegung,,Nein, ,114,12,26,88,12249,Berlin,Steglitz-Zehlendorf,52.4324595,13.3431269,"12, Ursulastraße, Lankwitz, Steglitz-Zehlendorf, Berlin, 12249, Deutschland"
2766,KITA Eichkater,Kindertagesstätte,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,(Sonstiger freier Träger),Fürstenwalder Allee 182 ,12589 Berlin (Treptow-Köpenick),eichkater@kaeptnbrowser.de,http://www.kaeptnbrowser.de/front_content.php?idcat=178,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,Natur-und Umweltpädagogik,,,,Integration von Kindern mit Behinderung,,Nein, ,100,12,40,60,12589,Berlin,Treptow-Köpenick,52.4336646,13.7030246,"182, Fürstenwalder Allee, Rahnsdorf, Treptow-Köpenick, Wilhelmshagen, Berlin, 12589, Deutschland"
488229,el caracol - bilingualer Kindergarten,Kindertagesstätte,"el caracol bilingualer Kindergarten 
Spanisch / Deutsch gGmbH",(Sonstiger freier Träger),Drakestr. 9B ,12205 Berlin (Steglitz-Zehlendorf),kontakt@el-caracol.de,www.el-caracol.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,Mehrsprachigkeit,deutsch - spanisch,Theaterpädagogik,,Nein, ,60,12,34,26,12205,Berlin,Steglitz-Zehlendorf,52.43506635,13.3059175768,"9b, Drakestraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12205, Deutschland"
613279,Kita am Wald,Kindertagesstätte,"NaturTalent 
Natur- und Erlebnispädagogik Berlin
gemeinnützige UG (haftungsbeschränkt)",(Sonstiger freier Träger),Erknerstr. 39 ,12589 Berlin (Treptow-Köpenick),naturtalent-berlin@gmx.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,Sonstiges,,Mehrsprachigkeit,deutsch - englisch,Natur- und Umweltpädagogik,,Nein, ,30,12,10,20,12589,Berlin,Treptow-Köpenick,52.4378716,13.721683,"39, Erknerstraße, Rahnsdorf, Treptow-Köpenick, Wilhelmshagen, Berlin, 12589, Deutschland"
278129,KITA Die kleinen Füchse,Kindertagesstätte,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,(Sonstiger freier Träger),Rudower Str. 37 -39,12557 Berlin (Treptow-Köpenick),diekleinenfuechse@kaeptnbrowser.de,http://www.kaeptnbrowser.de/front_content.php?idcat=480,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Naturwissenschaftliche Grunderfahrungen,,,,Integration von Kindern mit Behinderung,,Nein, ,67,2,30,37,12557,Berlin,Treptow-Köpenick,52.443802,13.5644695,"Mehrgenerationenhaus Köpenick, 37/39, Rudower Straße, Köllnische Vorstadt, Köpenick, Treptow-Köpenick, Berlin, 12557, Deutschland"
675,EKT Stadtpark Steglitz,Eltern-Initiativ-Kindertagesstätte,Elterninitiativ-Kindertagesstätte (EKT) Stadtpark Steglitz e.V.,(EKT),Stindestr. 1 ,12167 Berlin (Steglitz-Zehlendorf),info@kinderladen-steglitz.de,www.kinderladen-steglitz.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,Integration von Kindern mit Behinderung,,Nein, ,18,24,3,15,12167,Berlin,Steglitz-Zehlendorf,52.4458426,13.3375261,"1, Stindestraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland"
2771,IntegrationsKITA Hand in Hand,Kindertagesstätte,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,(Sonstiger freier Träger),Salvador-Allende-Str. 47 -49,12559 Berlin (Treptow-Köpenick),integrationskita@kaeptnbrowser.de,http://www.kaeptnbrowser.de/front_content.php?idcat=177,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Integration von Kindern mit Behinderung,,,,Integration von Kindern mit Behinderung,,Nein, ,126,2,35,91,12559,Berlin,Treptow-Köpenick,52.4459652,13.5918728,"47-49, Salvador-Allende-Straße, Salvador-Allende-Viertel I, Köpenick, Treptow-Köpenick, Berlin, 12559, Deutschland"
1310,EKT Pippifax,Eltern-Initiativ-Kindertagesstätte,EKT Pippifax e.V.,(EKT),Haydnstr. 7 ,12203 Berlin (Steglitz-Zehlendorf),pippifax-berlin@gmx.de,www.pippifax-berlin.de,Mo 07:30-16:00,Di 07:30-16:00,Mi 07:30-16:00,Do 07:30-16:30,Fr 07:30-15:30,,,,,,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik, Theaterpädagogik",,Nein, ,20,18,4,16,12203,Berlin,Steglitz-Zehlendorf,52.4475887,13.316946423,"EKT - Pippifax e.V., 7, Haydnstraße, Steglitz-Zehlendorf, Berlin, 12203, Deutschland"
223179,Kita Blumenstadt,Kindertagesstätte,MITRA bilinguale Kindergärten gemeinnützige GmbH,(Sonstiger freier Träger),Selerweg 19 -21,12169 Berlin (Steglitz-Zehlendorf),blumenstadt@mitra-ev.de,www.mitra-kindergarten.de,Mo 07:30-18:00,Di 07:30-18:00,Mi 07:30-18:00,Do 07:30-18:00,Fr 07:30-18:00,,,bilingual (deutsch-russisch),,Mehrsprachigkeit,deutsch - russisch,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik, Theaterpädagogik",,Nein, ,114,3,42,72,12169,Berlin,Steglitz-Zehlendorf,52.454547,13.3348634,"Selerweg, Steglitz, Steglitz-Zehlendorf, Berlin, 12169, Deutschland"
2906,Kita Focus FAMILIE,Kindertagesstätte,Jugend- und Sozialwerk gGmbH,(Sonstiger freier Träger),Hermannstr. 135A ,12051 Berlin (Neukölln),focusfamilie-bln@jus-or.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,"Integration von Kindern mit Behinderung, Interkulturelle Pädagogik",,Nein, ,110,0,23,87,12051,Berlin,Neukölln,52.4631547,13.433596,"Emmaus Kirchhof, 135a, Hermannstraße, Rollbergsiedlung, Neukölln, Berlin, 12051, Deutschland"
2762,Kita /Kleiner Fratz,Kindertagesstätte,Kleiner Fratz GmbH,(Sonstiger freier Träger),Glasower Str. 18 ,12051 Berlin (Neukölln),gl18@kleiner-fratz-berlin.de,www.kleiner-fratz-berlin.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Sonstiges,,,,Interkulturelle Pädagogik,,Nein, ,105,2,35,70,12051,Berlin,Neukölln,52.464645,13.4380011,"18, Glasower Straße, Rollbergsiedlung, Neukölln, Berlin, 12051, Deutschland"
1168,Kita - Kleiner Fratz,Kindertagesstätte,Kleiner Fratz GmbH,(Sonstiger freier Träger),Bruno-Bauer-Str. 17 ,12051 Berlin (Neukölln),bb17@kleiner-fratz-berlin.de,www.kleiner-fratz-berlin.de,Mo 07:00-16:30,Di 07:00-16:30,Mi 07:00-16:30,Do 07:00-16:30,Fr 07:00-16:30,,,Sonstiges,,,,Interkulturelle Pädagogik,,Nein, ,40,2,13,27,12051,Berlin,Neukölln,52.4648444,13.4390055,"17, Bruno-Bauer-Straße, Rollbergsiedlung, Neukölln, Berlin, 12051, Deutschland"
404129,Kita Bruno-Bauer-Straße 22,Kindertagesstätte,Kleiner Fratz GmbH,(Sonstiger freier Träger),Bruno-Bauer-Str. 22 ,12051 Berlin (Neukölln),bb22@kleiner-fratz-berlin.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,Sonstiges,,,,Interkulturelle Pädagogik,,Nein, ,0,2,0,0,12051,Berlin,Neukölln,52.4662812,13.4385724,"22, Bruno-Bauer-Straße, Rollbergsiedlung, Neukölln, Berlin, 12051, Deutschland"
587,EKT -  Kleinkindpädagogik,Eltern-Initiativ-Kindertagesstätte,Kleinkindpädagogik e.V.,(EKT),Schöneweider Str. 20 ,12055 Berlin (Neukölln),info@kleinkindpaedagogik-berlin.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,Sonstiges,,,,Integration von Kindern mit Behinderung,,Nein, ,24,12,8,16,12055,Berlin,Neukölln,52.4720529,13.4442126934,"20, Schöneweider Straße, Rollbergsiedlung, Neukölln, Rixdorf, Berlin, 12055, Deutschland"
2977,Kinderladen Atze und Co,Eltern-Initiativ-Kindertagesstätte,Kinderladen Atze und Co e.V.,(EKT),Wilhelmshöher Str. 9 ,12161 Berlin (Tempelhof-Schöneberg),info@atze-co.de,www.atze-co.de,,,,,,,,,,,,Integration von Kindern mit Behinderung,,Nein, ,15,18,3,12,12161,Berlin,Tempelhof-Schöneberg,52.4726551,13.3245921,"9, Wilhelmshöher Straße, Friedenau, Tempelhof-Schöneberg, Berlin, 12161, Deutschland"
263,Kita Homburger Str. 13-19,Kindertagesstätte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Homburger Str. 19 -13,14197 Berlin (Charlottenburg-Wilmersdorf),homburgerstr@kita-nordwest.de,,Mo 06:00-19:00,Di 06:00-19:00,Mi 06:00-19:00,Do 06:00-19:00,Fr 06:00-16:45,,,,,,,"Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,Nein, ,133,2,46,87,14197,Berlin,Charlottenburg-Wilmersdorf,52.4739533,13.3173662,"Homburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland"
262,Kita Heydenstr. 9/Kitas Nordwest,Kindertagesstätte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Heydenstr. 9 ,14199 Berlin (Charlottenburg-Wilmersdorf),heydenstr@kita-nordwest.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-16:45,,,,,,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung",,Nein, ,100,3,45,55,14199,Berlin,Charlottenburg-Wilmersdorf,52.4745226,13.2853063,"9, Heydenstraße, Schmargendorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland"
